,log2FC,symbol
408,0.6465729707500003,ARRB1
84513,0.6463326314999991,PLPP5
26520,0.6461372067499997,TIMM9
399664,0.6453341085000002,MEX3D
4851,0.645164555,NOTCH1
153642,0.6447416552499998,ARSK
57192,0.6436584352499999,MCOLN1
140609,0.6435897374999975,NEK7
58492,0.6435566075000003,ZNF77
55291,0.6432572425000007,PPP6R3
27163,0.6430639182499993,NAAA
441666,0.6430587932500003,LOC441666
57545,0.6429426447499997,CC2D2A
3676,0.6427897582500002,ITGA4
55684,0.6427614967500013,RABL6
284307,0.6414246802499997,ZIK1
57520,0.6412537432500001,HECW2
5860,0.6409275597500006,QDPR
55825,0.6406769930000005,PECR
401588,0.64027543025,ZNF674-AS1
200734,0.6400217772500003,SPRED2
7562,0.6398305860000004,ZNF708
55012,0.6397271085000007,PPP2R3C
25841,0.6396998085000001,ABTB2
31,0.639690581,ACACA
7850,0.6388958712499999,IL1R2
10280,0.6386522335000002,SIGMAR1
10435,0.63844154375,CDC42EP2
5376,0.63829950475,PMP22
84461,0.6380396325,NEURL4
26153,0.6378724657499997,KIF26A
51155,0.6371593789999999,JPT1
79583,0.6369521412499992,TMEM231
55334,0.6367147070000003,SLC39A9
23189,0.6365691670000002,KANK1
10892,0.6364099857499994,MALT1
790955,0.6363325690000003,UQCC3
875,0.6356690287500006,CBS
5885,0.6355231057499999,RAD21
55718,0.6354332312500013,POLR3E
813,0.6353345049999994,CALU
134492,0.6350906582499984,NUDCD2
57468,0.6347039119999995,SLC12A5
9194,0.6345397144999998,SLC16A7
3038,0.6340170822500002,HAS3
79691,0.6339203402499995,QTRT2
10527,0.6336561207500004,IPO7
51294,0.6331566842499998,PCDH12
3735,0.6327149199999997,KARS1
55011,0.6326100592500001,PIH1D1
6949,0.6323182907500007,TCOF1
23513,0.6310573255000005,SCRIB
3251,0.6284562320000013,HPRT1
387893,0.6280869114999996,KMT5A
23174,0.6278010729999997,ZCCHC14
5150,0.6277344395000002,PDE7A
54206,0.6272528650000009,ERRFI1
4713,0.627123462250001,NDUFB7
8241,0.6268085014999993,RBM10
11179,0.6265320340000002,ZNF277
160897,0.6251674197500003,GPR180
25929,0.6249832917500004,GEMIN5
342892,0.6248605297499998,ZNF850
28982,0.6246150792499998,FLVCR1
55049,0.6237109362500002,REX1BD
100996481,0.6233557005000003,PRIM2BP
3608,0.6226569539999982,ILF2
1615,0.6216097200000004,DARS1
90416,0.62050324375,CCDC32
100507331,0.6205010987500006,ZSWIM8-AS1
83716,0.6200180257500003,CRISPLD2
162681,0.6197199967499998,C18orf54
100303755,0.6196973535000012,PET117
79187,0.6196348837500008,FSD1
399909,0.61909639875,PCNX3
6636,0.6187361400000011,SNRPF
129642,0.6183973245000001,MBOAT2
25925,0.6183385487499997,ZNF521
200081,0.618122821750001,TXLNA
5876,0.617480819999999,RABGGTB
85461,0.6173036732499995,TANC1
79003,0.6171532424999988,MIS12
246330,0.6170240932500004,PELI3
8793,0.6166377924999988,TNFRSF10D
150737,0.6164789022499999,IFT70B
283989,0.6161293212499999,TSEN54
11129,0.6155518055,CLASRP
51373,0.6154297162500004,MRPS17
5600,0.6151451225,MAPK11
6183,0.6148372602500007,MRPS12
79684,0.614626275,MSANTD2
152225,0.6146045777499998,RDUR
651746,0.6145217694999996,ANKRD33B
9056,0.6144476294999999,SLC7A7
64147,0.6141795707499997,KIF9
219790,0.6137352097499997,RTKN2
2869,0.6132229925000017,GRK5
84681,0.6130646387500001,HINT2
883,0.6128610527499996,KYAT1
81928,0.6124597854999987,CABLES2
80014,0.6115675424999996,WWC2
11335,0.6115588350000003,CBX3
25904,0.6114290522500001,CNOT10
5813,0.6100034055000005,PURA
78994,0.6098327614999999,PRR14
25998,0.6087518202500011,IBTK
165679,0.6087290710000008,SPTSSB
115817,0.608674014,DHRS1
285282,0.6061624840000004,RABL3
2187,0.6049188077499998,FANCB
284406,0.6045387574999994,ZFP82
637,0.6043937882500003,BID
2542,0.6042008220000001,SLC37A4
10657,0.6040185375,KHDRBS1
4357,0.60306830675,MPST
7762,0.6023956052499999,ZNF215
1107,0.6023638012500001,CHD3
23438,0.6021612340000004,HARS2
23371,0.6019789007499998,TNS2
56647,0.6017564859999993,BCCIP
1468,0.6016982957499994,SLC25A10
57630,0.6013324172500001,SH3RF1
8971,0.601201284000001,H1-10
10884,0.6009088472500004,MRPS30
2181,0.6007353725000009,ACSL3
83549,0.60069991625,UCK1
5116,0.6003770147499994,PCNT
4232,0.6003493774999988,MEST
115509,0.6002826572500002,ZNF689
10632,0.6001996174999995,ATP5MG
81689,0.5996488084999996,ISCA1
91408,0.5977826320000004,BTF3L4
1855,0.5977794144999997,DVL1
7862,0.597411332750001,BRPF1
85363,0.5973232422500003,TRIM5
9801,0.5971133335000003,MRPL19
6233,0.5967499387500004,RPS27A
29940,0.5965503754999997,DSE
57697,0.5963377902500002,FANCM
150864,0.5955902885,FAM117B
4223,0.5955640015000001,MEOX2
641638,0.5952043499999995,SNHG6
55714,0.5951375414999998,TENM3
22929,0.5950050969999996,SEPHS1
79161,0.5946261410000009,TMEM243
166336,0.5943671569999998,PRICKLE2
5157,0.593762184,PDGFRL
4686,0.5936296857499999,NCBP1
286336,0.5933644302500003,FAM78A
27300,0.5933067717499991,ZNF544
4351,0.5931535325000006,MPI
23464,0.5924228509999994,GCAT
152217,0.5923005759999995,NCBP2AS2
11000,0.5921513544999994,SLC27A3
3566,0.5917170162499996,IL4R
57215,0.590268921749999,THAP11
10157,0.5902400674999999,AASS
22846,0.5902114235000004,VASH1
84515,0.5894761967500002,MCM8
55000,0.5891811899999979,TUG1
54733,0.5889636614999993,SLC35F2
203068,0.5886273825000004,TUBB
1112,0.588286265749999,FOXN3
51386,0.5882385800000023,EIF3L
84632,0.5877933342500001,AFAP1L2
121457,0.5873159222499993,IKBIP
1982,0.5868978249999994,EIF4G2
51194,0.5866559307499992,IPO11
79711,0.58583003625,IPO4
83737,0.5856365287500003,ITCH
2950,0.5850928074999988,GSTP1
54876,0.5847440769999999,DCAF16
58490,0.5846061435000003,RPRD1B
1535,0.5845163324999998,CYBA
7702,0.5832121655,ZNF143
134359,0.5828666077500007,POC5
11261,0.582432290749999,CHP1
10664,0.5823590640000003,CTCF
23429,0.5823106050000018,RYBP
6434,0.5821950740000013,TRA2B
10531,0.5818345339999986,PITRM1
900,0.5811656050000007,CCNG1
2592,0.580974820999999,GALT
56998,0.5809158275000001,CTNNBIP1
64223,0.5807195092500006,MLST8
23215,0.5805489545000011,PRRC2C
441951,0.5804532049999995,ZFAS1
2193,0.5802107215000003,FARSA
2178,0.5799621175,FANCE
6595,0.5796285182500007,SMARCA2
9219,0.5791327162499993,MTA2
10961,0.5791161775000013,ERP29
171586,0.5788019657499994,ABHD3
28960,0.5787358820000001,DCPS
1051,0.5782383524999979,CEBPB
56952,0.5774007687500013,PRTFDC1
26240,0.5773950435000001,FAM50B
120114,0.5773774237499998,FAT3
9371,0.5772833360000025,KIF3B
23596,0.5762727137500008,OPN3
7690,0.5762126762499999,ZBTB35
9557,0.5761889512499998,CHD1L
23518,0.5761604187499998,R3HDM1
53615,0.5761230592500004,MBD3
80381,0.576100652750001,CD276
89941,0.5760001134999992,RHOT2
617,0.5759497124999999,BCS1L
51181,0.5750641845000004,DCXR
2936,0.5747885612500001,GSR
80215,0.5746971894999993,RUNX1-IT1
191,0.5739114162500005,AHCY
25953,0.5734476045000001,PNKD
28974,0.5732864539999998,C19orf53
28793,0.57327757425,IGLV3-25
79633,0.5730016549999979,FAT4
26284,0.5728766559999996,ERAL1
6499,0.5723478139999996,SKIC2
23595,0.5716934082499989,ORC3
3214,0.5714722317499987,HOXB4
6294,0.5714507752499998,SAFB
22835,0.5708612200000003,ZFP30
5264,0.5707399849999977,PHYH
7419,0.5705076399999989,VDAC3
10270,0.5702825287499991,AKAP8
10608,0.5699994425000003,MXD4
55720,0.569820041749999,TSR1
6196,0.5695816612500018,RPS6KA2
10140,0.5693125400000003,TOB1
89891,0.5692754929999992,DYNC2I2
283229,0.5692661977499998,CRACR2B
131474,0.5688578524999999,CHCHD4
3796,0.5686701060000008,KIF2A
9473,0.5682984585000002,THEMIS2
55319,0.5681462575000005,TMA16
117143,0.5681086454999997,TADA1
285943,0.5676719012500002,HOXA-AS2
56180,0.567157357000001,MOSPD1
10330,0.5668445407499991,CNPY2
22864,0.5664290205000011,R3HDM2
154043,0.5662519969999984,CNKSR3
55425,0.5654849887500006,GPALPP1
78999,0.5654050597499989,LRFN4
8662,0.5653775617499992,EIF3B
64333,0.5652917815000005,ARHGAP9
347862,0.5644088395000004,GATD1
84811,0.5641476874999993,BUD13
51496,0.5640568642500003,CTDSPL2
2639,0.5640152852500009,GCDH
9641,0.5639704442499998,IKBKE
2275,0.5636690907500004,FHL3
3097,0.563083185,HIVEP2
64795,0.5625501599999998,RMND5A
26039,0.5625184499999989,SS18L1
84311,0.5625062020000016,MRPL45
85365,0.5624829190000007,ALG2
30827,0.5622816837500002,CXXC1
4026,0.5616977529999998,LPP
5230,0.5613940467500012,PGK1
81839,0.561314039,VANGL1
10768,0.5604960547499989,AHCYL1
84844,0.5597868252499989,PHF5A
51538,0.5597381585000001,ZCCHC17
7805,0.5596519527499999,LAPTM5
57530,0.5587485144999995,CGN
5042,0.5577679300000007,PABPC3
254528,0.5577581167500005,MEIOB
10640,0.5568741130000001,EXOC5
51642,0.5567578707499994,MRPL48
7324,0.5563687950000009,UBE2E1
27341,0.5562875002499998,RRP7A
90799,0.5557964439999994,CEP95
5019,0.5557436142499981,OXCT1
3776,0.5551985509999997,KCNK2
25885,0.5548696597499996,POLR1A
3949,0.5544710175000009,LDLR
493869,0.5543746019999993,GPX8
155400,0.5541211507500003,NSUN5P1
57410,0.55392170925,SCYL1
84948,0.5532977837499997,TIGD5
84790,0.5529331400000004,TUBA1C
23361,0.552488866750001,ZNF629
57696,0.5521909227499986,DDX55
11007,0.5520753362500002,CCDC85B
10899,0.5518320699999997,JTB
25936,0.5516242370000004,NSL1
9141,0.5516191950000007,PDCD5
8325,0.55152351025,FZD8
170384,0.5512752127500002,POFUT4
253832,0.5512535512500012,ZDHHC20
5528,0.5508838494999999,PPP2R5D
2261,0.5507840872499998,FGFR3
84255,0.5507487792499983,SLC37A3
4361,0.5502673912499993,MRE11
78996,0.5486260237500007,CYREN
84934,0.5486216085000004,RITA1
81563,0.5478243112500003,C1orf21
10419,0.547214512,PRMT5
54663,0.5462154624999993,WDR74
55320,0.5461820410000007,MIS18BP1
91694,0.5456570450000013,LONRF1
81892,0.5452608575000006,SLIRP
23170,0.545253945499999,TTLL12
55299,0.5451042542500026,BRIX1
26035,0.5450384844999991,GLCE
64789,0.5447075322500003,EXO5
64131,0.54402331475,XYLT1
9410,0.5438128197500003,SNRNP40
64897,0.5437142587499997,C12orf43
50813,0.54363510675,COPS7A
79143,0.5430582142500002,MBOAT7
286151,0.5427079590000004,FBXO43
25926,0.5423895112499988,NOL11
79159,0.5421984052500006,NOL12
2803,0.5419714080000002,GOLGA4
113174,0.5418137929999993,SAAL1
54867,0.5411429695000001,TMEM214
4313,0.5411029799999998,MMP2
79840,0.5408349377500006,NHEJ1
11222,0.540270885,MRPL3
54606,0.5402221112500003,DDX56
114789,0.5401883302500003,SLC25A25
10175,0.5401080824999998,CNIH1
286827,0.5400892370000001,TRIM59
136051,0.5400344500000003,ZNF786
28512,0.5390507914999976,NKIRAS1
51073,0.5390059957500002,MRPL4
3065,0.5389647387499998,HDAC1
5819,0.5387431742499995,NECTIN2
153768,0.5385700514999998,PRELID2
85459,0.5385258842500003,CEP295
4091,0.5385135174999993,SMAD6
1019,0.5380172207499996,CDK4
165918,0.5378181077499988,RNF168
8601,0.5372606162499984,RGS20
7639,0.5369468270000004,ZNF85
10541,0.5368590925000021,ANP32B
84100,0.5367620557499997,ARL6
5937,0.5365898604999977,RBMS1
10171,0.5365697660000004,RCL1
23262,0.5359023737499999,PPIP5K2
7415,0.5358015625000014,VCP
10056,0.5353711392499996,FARSB
1548,0.5350250207499991,CYP2A6
10736,0.5345906137499998,SIX2
78987,0.5345527250000002,CRELD1
84955,0.53435724725,NUDCD1
7536,0.5341722917499983,SF1
4282,0.5337596924999986,MIF
8891,0.5336165170000005,EIF2B3
94104,0.5335710439999986,PAXBP1
1305,0.5333793574999994,COL13A1
5746,0.5327700069999999,PTH2R
10574,0.5325833949999996,CCT7
100507602,0.5321364377500002,TRIM52-AS1
29902,0.5318028285,FAM216A
4893,0.530510067999999,NRAS
221092,0.5304671652500019,HNRNPUL2
6304,0.5300057367500002,SATB1
114134,0.52958383025,SLC2A13
9124,0.529539294500001,PDLIM1
23475,0.5295256109999995,QPRT
5425,0.5289398797499985,POLD2
2289,0.5288271772500002,FKBP5
79754,0.5283970877500002,ASB13
11064,0.5283859179999997,CNTRL
9512,0.5283851362499998,PMPCB
6882,0.5280043540000001,TAF11
79140,0.5278435602500009,CCDC28B
220001,0.5274504155000002,VWCE
55973,0.52743356575,BCAP29
1604,0.5271967059999998,CD55
200933,0.5269960504999993,FBXO45
9818,0.5268812197499999,NUP58
163033,0.5261616979999992,ZNF579
10422,0.5261074465000002,UBAC1
8904,0.52589507225,CPNE1
51616,0.5257545437499997,TAF9B
27161,0.5256275949999987,AGO2
7040,0.5256127785000002,TGFB1
10921,0.5253608585000009,RNPS1
9,0.5251233630000005,NAT1
10992,0.5248892897499999,SF3B2
6047,0.5245036904999996,RNF4
100289092,0.52352111675,ATP2A1-AS1
150223,0.5233350614999992,YDJC
9647,0.5230500195000003,PPM1F
51300,0.5230393674999991,TIMMDC1
55711,0.5227056792500004,FAR2
29761,0.5224194199999994,USP25
6599,0.522174188250002,SMARCC1
139231,0.5221584120000005,FAM199X
64327,0.5217760977500001,LMBR1
3838,0.5215233149999996,KPNA2
6157,0.5214995160000004,RPL27A
55573,0.5214711949999984,CDV3
79035,0.5214620557499998,NABP2
5764,0.5213957132499996,PTN
90459,0.5210989567499995,ERI1
3572,0.5208651030000002,IL6ST
10274,0.5206787017499996,STAG1
130502,0.5205857504999996,TTC32
284252,0.5202700499999997,KCTD1
9334,0.5200916894999992,B4GALT5
282969,0.5200334872500001,FUOM
84056,0.5199919957499999,KATNAL1
83473,0.5192859395,KATNAL2
10973,0.5188421410000021,ASCC3
868,0.5181147807500004,CBLB
23287,0.5180743060000008,AGTPBP1
10081,0.5179794172500003,PDCD7
5393,0.517966028750001,EXOSC9
6510,0.5175603042500008,SLC1A5
51295,0.5174456574999997,ECSIT
400236,0.5170873522500004,FOXN3-AS1
22899,0.5169998625000005,ARHGEF15
11062,0.5166092792499999,DUS4L
26517,0.51514687325,TIMM13
57178,0.5144335027499984,ZMIZ1
100507564,0.5140118555000002,MAGOH-DT
22834,0.5138258762499994,ZNF652
84925,0.5132427432499993,SLC49A4
64783,0.5130413004999994,RBM15
27079,0.512814982000001,RPUSD2
23039,0.5123329332500006,XPO7
1939,0.5117752487500002,EIF2D
8028,0.5115364895000001,MLLT10
55621,0.5114927739999988,TRMT1
146712,0.5114306867500003,QTGAL
27439,0.511164146,TMEM121B
6945,0.5104679557500003,MLX
79090,0.5103076107500009,TRAPPC6A
643911,0.5098495189999994,CRNDE
283596,0.5096050497500002,SNHG10
119032,0.5095625862500004,BORCS7
2873,0.5092772239999999,GPS1
56910,0.5088029449999993,STARD7
51303,0.5083948932499993,FKBP11
9733,0.5081880847499995,SART3
79155,0.5080758829999992,TNIP2
399474,0.5078960300000004,TMEM200B
80817,0.5077604987500006,CEP44
4144,0.5074380417500004,MAT2A
5900,0.5068968200000006,RALGDS
25941,0.5065044257499984,TPGS2
2553,0.5064643147499996,GABPB1
9723,0.5064171767500003,SEMA3E
401505,0.5057679249999989,TOMM5
5771,0.5053906245000004,PTPN2
23164,0.5052684987499996,MPRIP
5734,0.5051281607500009,PTGER4
84541,0.5044866939999997,KBTBD8
8886,0.5043664232499996,DDX18
5898,0.5039692682499997,RALA
84142,0.5037137012499997,ABRAXAS1
949,0.5031969027500001,SCARB1
1797,0.5031019900000002,DXO
113189,0.5030786025000005,CHST14
121642,0.5024463040000002,ALKBH2
5710,0.5018291250000004,PSMD4
55172,0.5016449247500017,DNAAF2
10728,0.5014710200000003,PTGES3
57335,0.5014464697499998,ZNF286A
115992,0.5012533702500006,RNF166
91461,0.5010051102499999,PKDCC
23468,0.5007114640000001,CBX5
1459,0.5006168617500002,CSNK2A2
4832,0.5003723427500004,NME3
23587,0.5001975915000001,ELP5
23589,0.4994436297500009,CARHSP1
153830,0.4994081279999989,RNF145
11157,0.4992875582499998,LSM6
7965,0.4991385152499994,AIMP2
5825,0.4990753747500012,ABCD3
51278,0.4986818150000012,IER5
23042,0.49847367299999945,PDXDC1
5831,0.49842286675000036,PYCR1
51668,0.49828127449999826,IFT25
5214,0.4981137037500023,PFKP
339201,0.49811352100000006,ASB16-AS1
79023,0.4980264277499984,NUP37
6195,0.49797381600000046,RPS6KA1
3191,0.49791731600000055,HNRNPL
9678,0.4974250809999994,PHF14
64236,0.49734559124999933,PDLIM2
149175,0.49726532200000007,MANEAL
5714,0.4972254575000008,PSMD8
56342,0.4969548235000003,PPAN
28992,0.49687859425,MACROD1
27339,0.49638968500000047,PRPF19
7342,0.496133351000001,UBP1
124923,0.4958364162499995,RSKR
64864,0.4951801704999994,RFX7
55705,0.49507667374999986,IPO9
5165,0.49505355650000027,PDK3
10106,0.49467270974999966,CTDSP2
64782,0.4942116722499996,AEN
79722,0.4941582825000004,ANKRD55
25956,0.4935826484999999,SEC31B
7284,0.4935120665000001,TUFM
219844,0.4934899052500006,HYLS1
4076,0.49332138574999895,CAPRIN1
112817,0.4927641892499999,HOGA1
10381,0.4926217507500006,TUBB3
55240,0.49259423425000026,STEAP3
9703,0.49187732874999934,BLTP2
374654,0.4918257382500002,KIF7
51430,0.4914914924999998,SUCO
137695,0.4911774150000001,TMEM68
51582,0.4911595192499991,AZIN1
84900,0.4911002532500004,RNFT2
140901,0.49074574800000015,STK35
150274,0.4904227907499994,HSCB
219293,0.4901722147499994,ATAD3C
54517,0.4899235029999982,PUS7
4835,0.48897918524999895,NQO2
57001,0.48840873400000007,SDHAF3
4122,0.48837919975000066,MAN2A2
78988,0.4880531235000003,MRPL57
9610,0.48680321075000066,RIN1
1036,0.4866394132499998,CDO1
7866,0.48594490174999905,IFRD2
10228,0.48591131374999996,STX6
158,0.48584442250000137,ADSL
54756,0.4855351749999999,IL17RD
54840,0.48543067999999945,APTX
79178,0.48526533375000014,THTPA
83606,0.48505976274999973,GUCD1
4234,0.4849341420000002,METTL1
23326,0.4848244534999999,USP22
84991,0.4848205940000003,RBM17
53637,0.48466190900000017,S1PR5
54908,0.4845178977499991,SPDL1
81873,0.48422938299999885,ARPC5L
10217,0.48405272650000075,CTDSPL
54971,0.4838163144999994,BANP
22948,0.48269396725000036,CCT5
5033,0.4826621340000017,P4HA1
23054,0.48214508500000086,NCOA6
1968,0.4821302050000007,EIF2S3
58505,0.4820169700000001,OSTC
64434,0.48134759424999984,NOM1
9939,0.48126796324999965,RBM8A
79752,0.4806505569999988,ZFAND1
51593,0.4801987720000005,SRRT
1967,0.4801895285000004,EIF2B1
2033,0.4800646850000003,EP300
84276,0.47973345949999846,NICN1
9774,0.4794642025,BCLAF1
3638,0.47844059875000156,INSIG1
79803,0.47829031850000003,HPS6
23179,0.47796790650000176,RGL1
7873,0.4779154262499983,MANF
64326,0.4778181887499997,COP1
87178,0.4777792582500009,PNPT1
55133,0.47771379475000053,SRBD1
2232,0.4775820067499996,FDXR
100170841,0.47743322999999993,EPOP
11142,0.4767862272500025,PKIG
6726,0.4767481199999999,SRP9
7334,0.4767391197500004,UBE2N
11164,0.4761392932500019,NUDT5
65005,0.4759515742499989,MRPL9
10128,0.4758497755000022,LRPPRC
339230,0.4754891167499995,CCDC137
1389,0.475371406999999,CREBL2
53981,0.4745861567500018,CPSF2
25979,0.47431737399999996,DHRS7B
328,0.47429717250000003,APEX1
340252,0.47420116325000095,ZNF680
55922,0.47362481000000045,NKRF
2222,0.4732194500000002,FDFT1
55343,0.4723551107499997,SLC35C1
50854,0.4720735574999999,SNHG32
90861,0.47155261750000044,JPT2
81706,0.47098842500000027,PPP1R14C
90673,0.4708453667500003,PPP1R3E
283349,0.47033621025000016,RASSF3
28977,0.4701538024999987,MRPL42
221079,0.4701115964999998,ARL5B
2194,0.4689473257500003,FASN
92345,0.46871809149999866,NAF1
10621,0.46851673324999954,POLR3F
22890,0.4685086237500009,ZBTB1
122416,0.4684904034999997,ANKRD9
4221,0.4680858764999991,MEN1
79659,0.46779985225000065,DYNC2H1
23333,0.46765964849999975,DPY19L1
10846,0.4673493907499995,PDE10A
2475,0.46729449250000066,MTOR
7594,0.4666645660000004,ZNF43
5684,0.4655860899999986,PSMA3
7259,0.4651849645000006,TSPYL1
145282,0.4649893902500004,MIPOL1
57478,0.4649541137500002,USP31
1946,0.4644093970000007,EFNA5
9968,0.4641503820000006,MED12
56890,0.4640030854999999,SAXO6
84910,0.46393986100000006,TMEM87B
10263,0.4635344149999998,CDK2AP2
23517,0.4632928227500006,MTREX
4157,0.46310993624999996,MC1R
56915,0.4630416139999989,EXOSC5
4302,0.4629161317500001,MLLT6
94081,0.4628995692500002,SFXN1
3033,0.46254777349999987,HADH
23313,0.4623089532500009,KIAA0930
29109,0.4621797910000005,FHOD1
594,0.4620866472500005,BCKDHB
23384,0.4617107245000005,SPECC1L
80273,0.4611340144999989,GRPEL1
10019,0.4607055627500003,SH2B3
91768,0.4607046900000009,CABLES1
2962,0.460508688,GTF2F1
11245,0.4604489325000003,GPR176
6419,0.4602511402499996,SETMAR
4802,0.460216235499999,NFYC
283643,0.46000432599999996,TEDC1
90580,0.4599763917499988,TIMM29
10735,0.45993574800000125,STAG2
222068,0.45988754474999993,TMED4
1994,0.4596998454999994,ELAVL1
400684,0.45932631074999986,DPY19L3-DT
9545,0.4592050744999998,RAB3D
4783,0.4584682845000003,NFIL3
2644,0.45764639724999956,GCHFR
3181,0.45698406500000033,HNRNPA2B1
4899,0.45633646075000023,NRF1
25909,0.4562337077499983,AHCTF1
7278,0.4561229827500002,TUBA3C
10673,0.4558901445000001,TNFSF13B
8894,0.4556043929999998,EIF2S2
6598,0.45538681775,SMARCB1
5110,0.4552251975000008,PCMT1
9894,0.4550665365000004,TELO2
116842,0.45485738575,LEAP2
4666,0.4547704474999996,NACA
6396,0.4547236674999997,SEC13
2941,0.45433315174999933,GSTA4
7385,0.4538978025000002,UQCRC2
3280,0.45373919075000035,HES1
5428,0.45367318974999993,POLG
7775,0.45324176449999953,ZNF232
84279,0.4528939682499997,PRADC1
79441,0.4526311332500006,HAUS3
395,0.4520992092500009,ARHGAP6
55367,0.45205259649999974,PIDD1
3476,0.4516839714999996,IGBP1
79022,0.45141512975000175,TMEM106C
9761,0.4509428287499988,MLEC
5082,0.44990262049999963,PDCL
55854,0.4497291574999984,ZC3H15
221711,0.4495858515000002,SYCP2L
256949,0.44952651899999996,KANK3
90407,0.4494109219999993,TMEM41A
84901,0.44885808024999996,NFATC2IP
9772,0.4487876669999995,TMEM94
286262,0.44856024575,TPRN
5435,0.4485458409999996,POLR2F
9688,0.4483848612500019,NUP93
81887,0.4478594545000014,LAS1L
152189,0.4475635215000011,CMTM8
6883,0.4475371167499995,TAF12
6256,0.4474555517499992,RXRA
130589,0.4467434367499994,GALM
1977,0.44613964824999996,EIF4E
90233,0.44587947650000004,ZNF551
6484,0.44586162849999944,ST3GAL4
2889,0.4457801517500002,RAPGEF1
9354,0.445579455499999,UBE4A
6293,0.44547378200000143,VPS52
3422,0.4450539649999996,IDI1
55072,0.4446324872499998,RNF31
10745,0.4443687647500001,PHTF1
23125,0.44430837200000095,CAMTA2
10445,0.4440965600000002,MCRS1
8543,0.4440964460000001,LMO4
27020,0.44409439000000006,NPTN
22907,0.44404362775000017,DHX30
65010,0.44342157150000006,SLC26A6
23483,0.44331401900000067,TGDS
54555,0.4428529974999993,DDX49
23119,0.4427156542499997,HIC2
8835,0.44242133975000186,SOCS2
138199,0.44213907100000016,CARNMT1
55759,0.4417981750000024,WDR12
56897,0.441764116249999,WRNIP1
57805,0.44170535349999973,CCAR2
91750,0.44161489524999986,LIN52
4238,0.44151965125000014,MFAP3
112840,0.44143944400000024,WDR89
280636,0.44134373250000003,SELENOH
100507436,0.4411327924999995,MICA
29107,0.44095381425000024,NXT1
3201,0.4404753452500003,HOXA4
6511,0.4400377977499996,SLC1A6
80018,0.4399622837499999,NAA25
5498,0.43987310300000004,PPOX
79612,0.43960856025000083,NAA16
5732,0.4393226680000004,PTGER2
57510,0.43910235099999895,XPO5
28227,0.4390520335000003,PPP2R3B
65056,0.4390322969999989,GPBP1
3420,0.4389277842499997,IDH3B
84309,0.43805547999999916,NUDT16L1
4938,0.43801087699999997,OAS1
57687,0.4377050259999997,VAT1L
55119,0.43741670025,PRPF38B
83463,0.4373390727499995,MXD3
100129716,0.4370441070000002,ARRDC3-AS1
92595,0.4370000767499995,ZNF764
4733,0.43648919500000005,DRG1
79000,0.43597751399999973,AUNIP
10560,0.4356634462500004,SLC19A2
79039,0.43560985400000085,DDX54
80178,0.43557397475000004,TEDC2
79829,0.4348855162499996,NAA40
118472,0.43432990250000003,ZNF511
1385,0.43382443774999935,CREB1
27077,0.433734244500001,B9D1
79066,0.4337150632500002,METTL16
51491,0.43360759575000074,NOP16
284349,0.4335668897499989,ZNF283
7916,0.4328293707499995,PRRC2A
63908,0.4327885772499993,NAPB
54471,0.4327403897499993,MIEF1
128869,0.43215483424999945,PIGU
6836,0.43213879325000093,SURF4
338799,0.43186034324999945,LINC01089
9862,0.4317894330000005,MED24
871,0.43135927275000086,SERPINH1
10988,0.4312320642500005,METAP2
65980,0.43111963874999937,BRD9
9695,0.43105898474999993,EDEM1
6059,0.4307272174999994,ABCE1
79830,0.43065832724999975,ZMYM1
26784,0.4305687220000003,SNORA64
22850,0.43019921875000033,ADNP2
9240,0.4300461645000002,PNMA1
9949,0.4293702709999998,AMMECR1
2619,0.42899325850000025,GAS1
388962,0.4288670782499988,BOLA3
7436,0.42839520099999984,VLDLR
6238,0.42838122500000075,RRBP1
84266,0.4283243315000007,ALKBH7
23406,0.42804768999999787,COTL1
79607,0.4276464317499995,SIRAL1
84705,0.4276213284999999,GTPBP3
7705,0.4275483767499999,ZNF146
6538,0.4274576364999998,SLC6A11
10694,0.42701841500000093,CCT8
9126,0.4267246987499984,SMC3
5119,0.4266689332499993,CHMP1A
81875,0.42664195700000107,ISG20L2
6146,0.4264211024999991,RPL22
10544,0.4263978387499989,PROCR
9021,0.42639492424999936,SOCS3
81929,0.42628367500000053,SEH1L
83696,0.42613546975000016,TRAPPC9
152573,0.4261130837499998,SHISA3
54541,0.42607169475000006,DDIT4
2806,0.4259120154999998,GOT2
25940,0.4249770799999979,FAM98A
7372,0.42467840474999985,UMPS
6787,0.42423945350000025,NEK4
5630,0.4235044674999999,PRPH
9880,0.4233004107499996,ZBTB39
5692,0.4230071500000001,PSMB4
83547,0.4230038292500007,RILP
3954,0.42182015925000016,LETM1
56256,0.42112918499999985,SERTAD4
11284,0.4209597312499991,PNKP
25942,0.4209545322499997,SIN3A
284013,0.4206135562500002,VMO1
79731,0.42040964625000043,NARS2
2324,0.4203245092500003,FLT4
79833,0.4201411072500001,GEMIN6
9786,0.42012502499999993,KIAA0586
79770,0.4200111224999983,TXNDC15
55096,0.41978160749999915,EBLN2
84328,0.4194974664999993,LZIC
5530,0.4193870524999994,PPP3CA
80777,0.4189752520000001,CYB5B
10257,0.4189403149999995,ABCC4
7592,0.4187488450000001,ZNF41
6135,0.41850036500000165,RPL11
51018,0.4177097735000004,RRP15
3980,0.41770972949999985,LIG3
