,log2FC,symbol
4034,0.0005291712499997381,LRCH4
253017,0.0005283709999996944,TECRL
90525,0.0005189987500004989,SHF
1360,0.0005184087500005319,CPB1
100505879,0.0005044275000001264,KIF25-AS1
2623,0.0005001202500003465,GATA1
26338,0.000500030500000026,OR5L2
3891,0.0004991145000001751,KRT85
5053,0.0004933127500001966,PAH
283089,0.0004896717500000314,WDR11-DT
57165,0.0004831175000004073,GJC2
338069,0.00047777149999994606,ST7-OT4
285972,0.00047055724999989224,LINC00996
2901,0.00046107949999996123,GRIK5
57402,0.0004607569999999228,S100A14
282980,0.0004565654999999502,LINC00700
246213,0.00044613225000000867,SLC17A8
100506696,0.00044570949999966913,PCAT6
26257,0.00043310774999971713,NKX2-8
127002,0.00043024174999972686,ATXN7L2
150365,0.00042930099999960447,MEI1
222894,0.0004261397500000541,FERD3L
26658,0.0004199792499997024,OR7C2
117289,0.0004163049999998947,TAGAP
9048,0.0004153240000004388,ARTN
80125,0.000413886750000092,CCDC33
170712,0.00040809799999985685,COX7B2
1103,0.00040466349999945805,CHAT
225689,0.0004015087500000014,MAPK15
339894,0.00040134499999933126,LINC00880
286135,0.00039787350000075605,LINC02209
131096,0.0003927840000002014,KCNH8
100286938,0.00037680249999993976,VPS13A-AS1
257240,0.00036534649999975244,KLHL34
9247,0.0003557162500000821,GCM2
85451,0.0003528992500001493,UNK
11166,0.0003328805000002433,SOX21
55321,0.00032853724999970524,TMEM74B
255167,0.00032209475000000154,LINC01018
285877,0.0003156800000001514,POM121L12
643201,0.00031348674999964743,CEP192P1
6555,0.0003026174999991582,SLC10A2
151258,0.0002993994999997973,SLC38A11
64129,0.00027172850000045656,TINAGL1
118491,0.00026808750000029136,CFAP70
6462,0.0002591594999996616,SHBG
8522,0.0002556204999999423,GAS7
79804,0.00024965925000053346,HAND2-AS1
26248,0.0002460880000001442,OR2K2
2492,0.0002448272499999682,FSHR
152831,0.00024228475000009908,KLB
9836,0.00024216949999988913,LCMT2
2853,0.00024212999999995155,GPR31
7881,0.00024166749999965376,KCNAB1
100507495,0.00024138599999945498,SDCBP2-AS1
127795,0.0002103467499998679,C1orf87
4985,0.00021016850000021847,OPRD1
282973,0.00020198250000014184,JAKMIP3
81792,0.0001979622499996836,ADAMTS12
59343,0.00018316925000050333,SENP2
114884,0.00018296625000013833,OSBPL10
9032,0.00018199600000023963,TM4SF5
765,0.00017972900000007286,CA6
4056,0.00017844175000014673,LTC4S
6658,0.0001759377499999104,SOX3
9001,0.00017560875000022236,HAP1
255654,0.0001564090000005791,LINC01743
93099,0.000146015249999909,DMKN
147920,0.0001456854999997148,IGFL2
203562,0.00012881849999990536,TMEM31
84931,0.00011118825000000498,LINC01101
10912,9.435225000009595e-05,GADD45G
80168,9.163424999991676e-05,MOGAT2
768239,8.546774999995677e-05,PSAPL1
113451,7.94707500002545e-05,AZIN2
8225,6.86757499996915e-05,GTPBP6
53833,1.7353750000115298e-05,IL20RB
10990,1.6778500000036445e-05,LILRB5
6317,1.348075000029425e-05,SERPINB3
100129128,6.330750000227425e-06,KHDC1L
51379,-4.706000000354038e-06,CRLF3
84614,-2.7532000000274337e-05,ZBTB37
145820,-3.963349999969168e-05,LINC00924
100131213,-4.063850000024516e-05,ZNF503-AS2
8685,-4.60197500000703e-05,MARCO
362,-4.66064999997684e-05,AQP5
5024,-5.280899999959843e-05,P2RX3
54329,-6.564599999991927e-05,GPR85
6550,-7.303775000044865e-05,SLC9A3
6442,-8.138050000017216e-05,SGCA
56132,-8.345150000010904e-05,PCDHB3
5920,-8.557675000009368e-05,PLAAT4
401312,-8.929149999969965e-05,LOC401312
284798,-9.820474999999718e-05,LOC284798
158381,-9.956174999992129e-05,ATP8B5P
55567,-0.0001049659999998731,DNAH3
51343,-0.00010783600000019433,FZR1
55152,-0.00010784799999896677,DALRD3
1748,-0.00011199274999995623,DLX4
130888,-0.00011492374999999555,FBXO36
415,-0.00013167175000017295,ARSL
85280,-0.00014466275000013518,KRTAP9-4
5866,-0.00015174724999988953,RAB3IL1
57567,-0.00015458075000029936,ZNF319
9356,-0.00016271724999983306,SLC22A6
8224,-0.00017684799999972967,SYN3
146562,-0.0001827134999996538,DNAAF8
83887,-0.00019765899999990566,TTLL2
1364,-0.00019918825000031504,CLDN4
91464,-0.00022963850000001784,ISX
340357,-0.00023333725000007632,LINC03019
63027,-0.0002356057500003672,SLC22A23
403323,-0.00023945274999981336,LERFS
3854,-0.0002457714999999361,KRT6B
51237,-0.00027316375000019377,MZB1
2125,-0.0002807652499998703,EVPL
284661,-0.0002983460000001159,LINC01777
100130111,-0.0003325205000002107,LCIIAR
283849,-0.00033384499999988826,EXOC3L1
114819,-0.0003351099999999718,CROCCP3
374864,-0.0003430465000002769,CCDC178
11055,-0.0003461107499997951,ZPBP
7512,-0.0003499105000006608,XPNPEP2
6483,-0.00035084574999988405,ST3GAL2
8839,-0.00037156449999997676,CCN5
1368,-0.0003742502500001521,CPM
147111,-0.00037455649999973417,NOTUM
100288122,-0.0003778689999998086,LDLRAD4-AS1
57662,-0.00040504300000021587,CAMSAP3
55512,-0.0004311430000001337,SMPD3
115948,-0.0004404302499998458,ODAD3
56924,-0.0004531362499995417,PAK6
4159,-0.0004677724999999633,MC3R
2981,-0.00047004124999983077,GUCA2B
58494,-0.0004767915000001288,JAM2
9860,-0.0004790757499999465,LRIG2
122616,-0.0004818357500000481,CLBA1
729440,-0.000483756249999967,CCDC61
79933,-0.0005144867499997652,SYNPO2L
202309,-0.0005218427500000011,GAPT
158067,-0.0005240117499996089,AK8
126204,-0.0005285457499999424,NLRP13
64102,-0.000533052999999839,TNMD
352954,-0.0005567000000001876,CASTOR3P
2267,-0.0005683930000004445,FGL1
9612,-0.0005766240000002476,NCOR2
91156,-0.000577081999999951,IGFN1
84870,-0.0005795152500001066,RSPO3
100130557,-0.0005855340000002762,NFYC-AS1
28641,-0.0006008407499997759,TRAV40
100507605,-0.0006080157500001349,LINC00837
285016,-0.0006119145000003101,ALKAL2
155435,-0.0006135095000003865,RBM33
89,-0.0006227607499997845,ACTN3
27141,-0.00063054249999972,CIDEB
55539,-0.0006314215000000623,KCNQ1DN
129080,-0.0006326125000000182,EMID1
5023,-0.0006372204999998132,P2RX1
51673,-0.0006523295000002705,TPPP3
286023,-0.00065986525000028,FLJ40288
1852,-0.000667330000000188,DUSP9
79605,-0.0006718922499997504,PGBD5
122402,-0.0006774634999997531,TDRD9
80303,-0.0006851799999996189,EFHD1
200315,-0.0007051594999998301,APOBEC3A
64108,-0.0007161665000001705,RTP4
3750,-0.0007218755000000243,KCND1
128822,-0.000730039500000057,CST9
1288,-0.0007346152499998482,COL4A6
7478,-0.0007422254999998046,WNT8A
10045,-0.0007435930000001534,SH2D3A
10825,-0.0008006327499998633,NEU3
254158,-0.0008006759999998891,CXorf58
285423,-0.0008086309999999486,IQCM
54979,-0.0008212772500000298,PLAAT2
642696,-0.0008305554999998854,LOC642696
5806,-0.0008319825000011605,PTX3
9049,-0.000835979499999695,AIP
2596,-0.0008371545000001035,GAP43
745,-0.00083941774999996,MYRF
8419,-0.000844970000000167,BFSP2
339779,-0.0008516612499995801,PRR30
29986,-0.0008604609999998125,SLC39A2
151534,-0.0008750977500002755,LBX2-AS1
146325,-0.0008753162500001466,PRR35
283446,-0.0008887099999999037,MYO1H
78997,-0.0009100242499995304,GDAP1L1
54825,-0.00091467724999994,CDHR2
284080,-0.0009238560000000007,PICART1
285463,-0.0009285894999995215,CTBP1-AS
2252,-0.0009294570000002444,FGF7
337880,-0.0009347074999999094,KRTAP11-1
219578,-0.0009536762500004237,ZNF804B
160492,-0.0009583195000000266,LMNTD1
441179,-0.0009784087499999927,LOC441179
347744,-0.0009931442499997445,C6orf52
160365,-0.0010116507500002037,CLECL1
5348,-0.0010213987500002908,FXYD1
652972,-0.0010240450000003065,LRRC37A5P
257062,-0.001024450500000107,CATSPERD
7439,-0.001042058999999984,BEST1
51684,-0.0010433565000003142,SUFU
9626,-0.0010434354999997453,GUCA1C
9379,-0.001045941500000147,NRXN2
6328,-0.0010474449999997582,SCN3A
9587,-0.00104801175000091,MAD2L1BP
378828,-0.0010634087500003275,LINC00317
1674,-0.001066889499999668,DES
9293,-0.0010683777499997937,GPR52
23439,-0.0011288067500005994,ATP1B4
57594,-0.0011376270000003075,HOMEZ
388906,-0.0011391110000000815,OGFRP1
80740,-0.0011419204999998378,LY6G6C
100506403,-0.0011583347499999341,LOC100506403
730112,-0.0011717245000002485,CIMIP2B
27319,-0.0011744717499997392,BHLHE22
171558,-0.0011828122500001648,PTCRA
23223,-0.001195167749999726,RRP12
153769,-0.0012007812499996717,SH3RF2
57188,-0.001204387750000535,ADAMTSL3
79820,-0.0012059417499998837,CATSPERB
57497,-0.0012112635000001148,LRFN2
165140,-0.0012215632499996687,OXER1
9118,-0.0012246105000000007,INA
28655,-0.0012322660000001484,TRAV27
9627,-0.0012487679999999557,SNCAIP
4880,-0.001282123249999767,NPPC
284257,-0.0012824464999998675,BOD1L2
1045,-0.0012901032500001186,CDX2
3904,-0.001292172999999952,LAIR2
84818,-0.0012938354999998403,IL17RC
29937,-0.0012939822500008802,NENF
1907,-0.0012940239999998937,EDN2
9953,-0.001309392249999597,HS3ST3B1
1134,-0.0013120307499994155,CHRNA1
56135,-0.0013152120000001766,PCDHAC1
341032,-0.0013323034999999095,POU2AF2
83855,-0.0013444914999998225,KLF16
3641,-0.0013553887499995199,INSL4
8111,-0.00135826200000011,GPR68
3738,-0.0013826784999997344,KCNA3
6258,-0.0013894852500000443,RXRG
55565,-0.0013906714999998293,ZNF821
199731,-0.0013937687499998574,CADM4
5459,-0.0014135067499996268,POU4F3
23542,-0.001424190999999908,MAPK8IP2
100506406,-0.0014246607500001396,CAPSL-DT
285889,-0.0014252132499996684,LOC285889
132851,-0.0014316509999998672,SPATA4
57835,-0.0014630312500001352,SLC4A5
90523,-0.0014681132499998473,MLIP
284312,-0.0014912752500002568,ZSCAN1
245934,-0.001493469750000198,DEFB121
1262,-0.0014949302500002482,CNGA4
728723,-0.0015048777499995225,ZBED3-AS1
2831,-0.0015138547500002097,NPBWR1
100507206,-0.001534567499999806,LINC00943
83539,-0.001535995250000255,CHST9
200504,-0.0015412902500000492,GKN2
57458,-0.001551840000000304,TMCC3
148581,-0.001559514749999824,UBE2U
124599,-0.0015873662499998886,CD300LB
27245,-0.001599524249999984,AHDC1
642987,-0.0016154055000003886,TMEM232
10957,-0.0016203552500009266,PNRC1
9681,-0.0016258487499998253,DEPDC5
284415,-0.0016330187500002147,VSTM1
3698,-0.0016434670000005092,ITIH2
222545,-0.0016612384999996621,GPRC6A
327657,-0.0016665312500006024,SERPINA9
11105,-0.001688939249999688,PRDM7
112399,-0.001691514000000005,EGLN3
400618,-0.0017214992499998694,SOX9-AS1
8925,-0.0017239382499996125,HERC1
402381,-0.0017295755000001911,SOHLH1
30832,-0.0017328352499998978,ZNF354C
149086,-0.0017461655000001741,LDC1P
254173,-0.00175375500000019,TTLL10
339829,-0.0017644537499998947,CCDC39
100506175,-0.0017719902500004103,RIPOR3-AS1
8848,-0.0017745719999999743,TSC22D1
148709,-0.001827344750000126,ACTG1P25
63948,-0.0018320410000001175,DMRTB1
404216,-0.001853167249999732,LINC01561
791114,-0.001856092250000163,PWRN1
28652,-0.0018570830000004257,TRAV30
161779,-0.0018843537499999563,PGBD4
284801,-0.0018844552499999168,MIR663AHG
83733,-0.0018848707500001005,SLC25A18
6521,-0.0018977905000001627,SLC4A1
64094,-0.0018990395000000326,SMOC2
123970,-0.001908851500000086,C16orf78
1370,-0.0019193214999999597,CPN2
114897,-0.0019288865000000044,C1QTNF1
120400,-0.0019420672499999014,NXPE1
26998,-0.001970580749999673,FETUB
257000,-0.0019861329999999455,TINCR
283025,-0.00198620000000016,LINC01553
312,-0.001999687250000104,ANXA13
730101,-0.00200243050000104,LOC730101
5544,-0.002010654999999417,PRB3
28727,-0.002015685499999975,TRAJ28
93649,-0.0020176542500003336,MYOCD
79575,-0.0020205285000001183,ABHD8
55937,-0.002027095499999909,APOM
283902,-0.002033579249999473,HCCAT5
8369,-0.002042230750000318,H4C7
92304,-0.002046890500000398,SCGB3A1
2811,-0.0020571859999996,GP1BA
79998,-0.0020634257499998476,ANKRD53
26251,-0.0020844077499999614,KCNG2
84224,-0.002087557999999934,NBPF3
57801,-0.002096850749999657,HES4
196374,-0.0021035340000001845,KRT78
54665,-0.0021035560000006726,RSBN1
339807,-0.002109807249999651,LINC02579
23038,-0.0021184450000002464,WDTC1
124626,-0.0021222585000000294,ZPBP2
9615,-0.0021331189999997946,GDA
5239,-0.002134030749999738,PGM5
1769,-0.0021404122500001677,DNAH8
100286844,-0.002147509249999846,BCDIN3D-AS1
23467,-0.0021539292499999085,NPTXR
79819,-0.002157997999999939,DNAI4
100506237,-0.0021599657499997704,NKX2-1-AS1
286887,-0.0021663235000000114,KRT6C
121273,-0.0021831455000000943,C12orf54
1947,-0.002188259249999991,EFNB1
388963,-0.002190533750000334,C2orf81
56996,-0.0021933227500001706,SLC12A9
10344,-0.0022097202500006574,CCL26
149373,-0.002220813999999738,TRIM67-AS1
148696,-0.002222183500000252,LOC148696
26062,-0.0022384895000007177,HYAL6P
100885781,-0.002243220999999629,LINC00348
3805,-0.0022734247500002525,KIR2DL4
79730,-0.002276942249999969,NSUN7
1740,-0.002286097999999903,DLG2
10917,-0.0022904722499998975,BTNL3
112755,-0.002295078999999589,STX1B
126259,-0.002296559249999941,TMIGD2
283777,-0.002299440999999902,FAM169BP
80004,-0.002329583500000343,ESRP2
283856,-0.0023340152499997657,GNAO1-DT
133418,-0.00235798824999911,EMB
140456,-0.0023585889999999665,ASB11
54955,-0.0023629242499998426,AIRIM
9671,-0.0023830975000000976,WSCD2
146850,-0.0023964255000001877,PIK3R6
8516,-0.0024063537499996457,ITGA8
170392,-0.002408843750000056,OIT3
6514,-0.0024133604999998504,SLC2A2
2996,-0.002415886749999707,GYPE
3710,-0.002468230749999467,ITPR3
124912,-0.0024991217500005547,SPACA3
7686,-0.0025021910000000425,MKRN7P
1775,-0.0025024877500001708,DNASE1L2
51013,-0.0025123894999996566,EXOSC1
84700,-0.002514647499999967,MYO18B
9427,-0.002537579499999776,ECEL1
283507,-0.002541317000000376,SUGT1P3
138065,-0.0025651182500001646,RNF183
63827,-0.002575592999999987,BCAN
100505483,-0.0026173547499999117,PRKAG2-AS1
284100,-0.0026191155000001576,YWHAEP7
79847,-0.002622146499999811,SLC68A1
100507632,-0.002629705500000412,LINC00968
54039,-0.0026359774999997754,PCBP3
158314,-0.002651049249999815,LINC00475
9196,-0.0026528470000002358,KCNAB3
144486,-0.0026590794999998835,CEP83-DT
100506897,-0.0026659314999997186,DAPK1-IT1
285084,-0.0026871907500001235,LINC01305
157739,-0.0026971590000002266,TDH
3440,-0.002723589999999998,IFNA2
100289255,-0.00273282574999989,TMEM238L
166752,-0.0027441944999999635,FREM3
6339,-0.0027705325000000336,SCNN1D
84648,-0.0028131952499999002,LCE3D
3425,-0.002815480999999842,IDUA
150084,-0.0028301712499998466,IGSF5
8575,-0.0028389982500005573,PRKRA
284418,-0.002849126500000132,GARIN5B
56123,-0.0028698070000001685,PCDHB13
619434,-0.002872605499999903,LINC00051
64866,-0.002888242500000082,CDCP1
3273,-0.002900831250000291,HRG
55628,-0.0029055474999997166,ZNF407
22999,-0.0029298612500001653,RIMS1
80975,-0.0029448187500000778,TMPRSS5
4142,-0.002981955499999911,MAS1
333929,-0.0029825607500000295,SNAI3
3553,-0.0030342784999999317,IL1B
23005,-0.003035636749999515,MAPKBP1
259307,-0.003036015999999364,IL4I1
143501,-0.003045866250000362,C11orf40
220070,-0.003086597250000267,SHANK2-AS3
84107,-0.003095349500000122,ZIC4
7158,-0.003098310249999514,TP53BP1
1233,-0.003103610999999784,CCR4
100861554,-0.0031127922499996075,LINC00563
151473,-0.0031257292500002087,SLC16A14
79177,-0.0031334017500004308,ZNF576
916,-0.003140351499999916,CD3E
115584,-0.0031529897500002235,SLC5A11
57502,-0.003170074499999842,NLGN4X
26952,-0.0031747552499998832,SMR3A
84878,-0.003179636250000062,ZBTB45
139599,-0.0031813987499997864,MAGEE2
340273,-0.0031833332499999756,ABCB5
54676,-0.0031858422499997374,GTPBP2
114131,-0.003204133499999706,UCN3
114792,-0.0032121960000002225,KLHL32
5001,-0.0032161615000010357,ORC5
3816,-0.0032340687500003185,KLK1
55239,-0.003234229749999429,OGFOD1
100129961,-0.003244681249999992,CCNT2-AS1
203413,-0.0032676934999997798,CT83
6616,-0.003272921749999824,SNAP25
222698,-0.003286182000000082,NKAPL
200232,-0.0032935512499996378,FAM209A
100506446,-0.003333939000000008,LOC100506446
727897,-0.0033481652500002568,MUC5B
7504,-0.0033644012500002596,XK
79741,-0.0033693272499997207,CCDC7
164237,-0.0033922752499999653,WFDC13
400680,-0.003397900000000398,LINC00664
84883,-0.0033998564999997427,AIFM2
2046,-0.0034007022499995543,EPHA8
203430,-0.003407623500000234,RTL3
10246,-0.0034151759999998532,SLC17A2
7726,-0.0034226122499996237,TRIM26
3631,-0.0034399390000001695,INPP4A
57821,-0.0034477527500005323,CCDC181
245935,-0.0034495334999999905,DEFB122
100131187,-0.0034514382499999385,TSTD1
3705,-0.0034649589999999897,ITPK1
166863,-0.0034712439999999845,RBM46
221504,-0.00347985400000006,ZBTB9
56033,-0.0034976755000002413,BARX1
100505839,-0.0035020742499995983,SH3PXD2A-AS1
155006,-0.0035089977500004643,TMEM213
83660,-0.0035190012499999312,TLN2
283160,-0.003527364249999998,OR8D2
353149,-0.0035445680000001367,TBC1D26
4336,-0.0035523574999998253,MOBP
150147,-0.003556050749999873,UMODL1-AS1
57126,-0.0035709237500003432,CD177
140691,-0.0035788582500000388,TRIM69
64077,-0.00359054925000013,LHPP
51535,-0.003601715000000283,PPHLN1
23149,-0.003615664250000261,FCHO1
28395,-0.0036202205000002152,IGHV4-34
91355,-0.0036270134999996095,LRP5L
84295,-0.00368358124999979,PHF6
1562,-0.0036908802499997506,CYP2C18
1556,-0.0036930242500003985,CYP2B7P
59082,-0.00375699549999986,CARD18
1413,-0.003759119000000144,CRYBA4
11283,-0.0037679420000000796,CYP4F8
10044,-0.003785744750000486,SH2D3C
348807,-0.003803275000000106,CFAP100
9487,-0.0038101830000001335,PIGL
100505681,-0.003816989999999798,NAPA-AS1
55604,-0.003823934500000181,CARMIL1
9256,-0.0038453814999996894,TSPOAP1
1158,-0.003864915750000364,CKM
64651,-0.0038651307499995013,CSRNP1
85445,-0.003881359999999834,CNTNAP4
26102,-0.003897003500000107,DKFZP434A062
116931,-0.003934557250000026,MED12L
117247,-0.003946526249999582,SLC16A10
54716,-0.003949759499999761,SLC6A20
4037,-0.003951793249999724,LRP3
6677,-0.003966433499999589,SPAM1
134829,-0.0039696172499996685,CLVS2
9271,-0.003974407500000332,PIWIL1
79817,-0.003975742500000656,MOB3B
554202,-0.003983235999999835,MIR31HG
100505515,-0.003991703749999687,LINC01723
10913,-0.003994619749999817,EDAR
442213,-0.00400050750000025,PTCHD4
84616,-0.004014122749999682,KRTAP4-4
93166,-0.004021953249999655,PRDM6
79570,-0.004045943249999517,NKAIN1
5138,-0.004076247000000199,PDE2A
84076,-0.004085741249999941,TKTL2
54221,-0.004097280999999953,SNTG2
11107,-0.004097524249999651,PRDM5
2350,-0.004097988249999851,FOLR2
153684,-0.004106167250000681,ANXA2R-AS1
10595,-0.004145540999999753,ERN2
26086,-0.004146160750000405,GPSM1
100874182,-0.004148560500000009,LINC00424
3350,-0.004156215750000136,HTR1A
160364,-0.0041708544999998765,CLEC12A
5473,-0.004185142749999926,PPBP
139221,-0.004193983750000019,PWWP3B
152118,-0.004223842749999651,LINC02877
100128993,-0.004224188500000281,LOC100128993
285033,-0.0042723127500003955,STARD7-AS1
9244,-0.004289522000000101,CRLF1
768211,-0.004297940749999896,RELL1
1234,-0.004298719999999978,CCR5
3337,-0.004301708999999931,DNAJB1
390892,-0.004311790500000079,OR7A10
6093,-0.004357532499999817,ROCK1
160140,-0.0043576062500001456,C11orf65
10761,-0.004376477000000101,PLAC1
92092,-0.004384033999999648,ZC3HAV1L
90529,-0.004393375000000255,STPG1
5463,-0.00439762250000042,POU6F1
9139,-0.004401705999999894,CBFA2T2
160287,-0.004403320749999384,LDHAL6A
652995,-0.004410757999999904,UCA1
117583,-0.0044120579999997744,PARD3B
497049,-0.004412282499999698,MARK2P21
1269,-0.0044226735000001405,CNR2
56203,-0.004483731750000164,LMOD3
200539,-0.004484654499999685,ANKRD23
1361,-0.0045047952499999155,CPB2
219970,-0.004513665499999764,GLYATL2
83543,-0.004517460500000237,AIF1L
146722,-0.0045228967500001716,CD300LF
90204,-0.0045981522499989325,ZSWIM1
100507058,-0.004601972250000141,LINC00845
401497,-0.004605540000000019,LINC01242
55561,-0.004607928250000004,CDC42BPG
11035,-0.004608249249999918,RIPK3
3574,-0.00463219100000023,IL7
81616,-0.004640762500000228,ACSBG2
5790,-0.004650619249999988,PTPRCAP
353219,-0.004652825249999992,KAAG1
100131496,-0.004657824750000206,LOC100131496
158297,-0.004671064999999697,SAXO1
284551,-0.0046899407499996215,LINC01226
79977,-0.004706884750000473,GRHL2
6901,-0.0047283862500000495,TAFAZZIN
89883,-0.004746111249999352,OR6W1P
199713,-0.004752189500000004,NLRP7
3283,-0.004766577249999848,HSD3B1
6769,-0.004780669750000133,STAC
2877,-0.0048015952500000125,GPX2
100130967,-0.004801824749999906,LINC02901
161003,-0.004816299749999864,STOML3
1641,-0.004817940250000596,DCX
200373,-0.0048355330000000585,CFAP221
8823,-0.004854624750000092,FGF16
341,-0.004858383749999806,APOC1
127833,-0.004883352999999868,SYT2
81693,-0.00488500149999993,AMN
4741,-0.004893211749999793,NEFM
339456,-0.004902146250000072,TMEM52
64599,-0.004909102750000116,GIGYF1
66002,-0.004914917500000282,CYP4F12
122970,-0.004933043250000324,ACOT4
55753,-0.004935063500000059,OGDHL
100506431,-0.004942825750000157,LOC100506431
338872,-0.004945937250000032,C1QTNF9
23760,-0.004951600000001832,PITPNB
283284,-0.004960831750000061,IGSF22
80760,-0.0049671372499999755,ITIH5
199899,-0.004972072249999737,LINC00466
5652,-0.004975826750000412,PRSS8
85456,-0.004998978000000154,CNOT12
8939,-0.005043670000000944,FUBP3
54902,-0.005044216750000885,TTC19
9390,-0.005053708749999775,SLC22A13
85443,-0.005057749000000111,DCLK3
3265,-0.005071681249997795,HRAS
440956,-0.005136143250000114,IQCF6
9230,-0.005137090999999927,RAB11B
79827,-0.005141052499999965,CLMP
266,-0.00514241999999987,AMELY
346606,-0.005144898499999773,MOGAT3
2312,-0.005173640749999375,FLG
29953,-0.005231186999999693,TRHDE
23144,-0.005243178750000244,ZC3H3
7516,-0.005255553000000468,XRCC2
154313,-0.0052675205000003444,CFAP206
157273,-0.00531104700000018,LOC157273
84626,-0.005322098499999761,KRABD3
146691,-0.005342766250000075,TOM1L2
440757,-0.005352392250000282,LINC00851
283601,-0.0053700865000001485,LINC00523
3445,-0.005384635750000033,IFNA8
130132,-0.005386577250000357,RFTN2
158830,-0.005393804000000113,CXorf65
496,-0.005400354500000315,ATP4B
6134,-0.005403442499999578,RPL10
6602,-0.005407948249999794,SMARCD1
4836,-0.005417381499999152,NMT1
3250,-0.005439122499999893,HPR
10247,-0.005475823250000289,RIDA
56169,-0.005494750500000034,GSDMC
170825,-0.005508309999999739,GSX2
140894,-0.005511198499999814,CNBD2
388335,-0.00551467949999962,TMEM220
438,-0.005523869750000188,ASMT
84873,-0.005535104250000256,ADGRG7
171425,-0.00556751550000012,CLYBL
100507403,-0.005609692500000207,LNCMB2
345611,-0.005610302749999629,IRGM
54831,-0.005612447749999472,BEST2
64319,-0.005613360249999921,FBRS
8844,-0.00562293550000037,KSR1
200159,-0.005635645249999932,SPMIP3
78990,-0.005638114499999958,OTUB2
57733,-0.005645599749999786,GBA3
732275,-0.0056561502499996585,LINC00917
79935,-0.005668437250000213,CCNP
6886,-0.005671575500000081,TAL1
100873942,-0.005700600499999986,PHEX-AS1
11013,-0.005703902750000545,TMSB15A
84079,-0.005711924250000777,ANKRD27
22887,-0.00571276675000032,FOXJ3
838,-0.005719826250000004,CASP5
432,-0.0057265792499996415,ASGR1
100506555,-0.005733949750000189,NECTIN3-AS1
282996,-0.005740186499999744,RBM20
116135,-0.005755608000000301,LRRC3B
114784,-0.005770933000000422,CSMD2
3899,-0.005772560500000079,AFF3
158257,-0.0058153260000000095,LINC02603
7574,-0.005842407500000313,ZNF26
79825,-0.0058640562499996385,EFCC1
634,-0.005877835250000185,CEACAM1
256979,-0.0058887159999998495,SUN3
8359,-0.0059213327500002855,H4C1
220047,-0.0059513495000000916,CCDC83
96764,-0.005952712750000089,TGS1
647288,-0.005979045250000148,CTAGE11P
8549,-0.005990372999999494,LGR5
83597,-0.0060050060000000904,RTP3
55231,-0.006010809999999811,CCDC87
114088,-0.0060280072500003,TRIM9
100996307,-0.006051334500000394,LIPE-AS1
89882,-0.006051644999999883,TPD52L3
23682,-0.006072751749999661,RAB38
84034,-0.006084205500000106,EMILIN2
257313,-0.00608488174999966,UTS2B
80310,-0.006087159999999869,PDGFD
27098,-0.0060949570000001785,CLUL1
25858,-0.006103211249999685,CATSPERZ
6271,-0.006103707250000312,S100A1
7302,-0.006122325000000206,TYRO3P
948,-0.006131023750000075,CD36
6425,-0.006139100750000015,SFRP5
240,-0.00616260550000014,ALOX5
220202,-0.00619012874999969,ATOH7
116138,-0.006194565999999568,KLHDC3
27177,-0.006199606750000086,IL36B
27290,-0.006230209749999993,SPINK4
145501,-0.006232421250000009,ISM2
54814,-0.00626999799999961,QPCTL
51364,-0.006275392750000108,ZMYND10
4316,-0.00630038899999974,MMP7
442444,-0.006307093250000229,FAM47C
55282,-0.006332483000000444,LRRC36
100507300,-0.00635440875000004,ALKBH3-AS1
9881,-0.006363778749999938,TRANK1
10677,-0.006396135499999733,AVIL
3321,-0.006460605000000008,IGSF3
28959,-0.006483494999999895,TMEM176B
7293,-0.006490069499999862,TNFRSF4
8288,-0.006520768749999739,EPX
284029,-0.0065273924999997845,LINC00324
100996279,-0.006532588000000228,LINC00269
59283,-0.0065474279999993,CACNG8
9649,-0.0065690849999997525,RALGPS1
100874323,-0.00658156175000002,HOXA10-AS
2888,-0.006583104749999791,GRB14
221785,-0.006592408249999959,ZSCAN25
6561,-0.00659800675000044,SLC13A1
3045,-0.006605770000000177,HBD
389541,-0.006650389999999895,LAMTOR4
83849,-0.006670251000000071,SYT15
100130613,-0.006682037499999627,PRR32
3060,-0.006693755499999732,HCRT
4846,-0.006706202499999758,NOS3
11262,-0.006733549499999825,SP140
116988,-0.006734233249999555,AGAP3
80317,-0.006752957499999379,ZKSCAN3
8988,-0.006764324500000196,HSPB3
100506994,-0.006769298500000076,PTPRG-AS1
139378,-0.006789588500000221,ADGRG4
7477,-0.006813179249999912,WNT7B
246312,-0.0068186780000001335,C21orf91-OT1
130951,-0.0068223589999996115,M1AP
100287366,-0.0068271339999999014,OSTM1-AS1
1814,-0.006891642999999892,DRD3
85481,-0.006928575499999923,PSKH2
5500,-0.0069354292499994585,PPP1CB
346653,-0.00693838524999979,GARIN1A
100820829,-0.006938438000000602,MYZAP
221458,-0.006964019250000231,KIF6
54457,-0.0069649140000001,TAF7L
1991,-0.006974684749999849,ELANE
10438,-0.00700583425000012,C1D
100996671,-0.007016259749999865,LOC100996671
26275,-0.007027539499999236,HIBCH
84628,-0.007061082999999968,NTNG2
5169,-0.007104239500000276,ENPP3
222865,-0.0071113979999997134,TMEM130
23216,-0.0071312045000002655,TBC1D1
1807,-0.007133903250000184,DPYS
84132,-0.007145274750000041,USP42
254295,-0.007160432750000112,PHYHD1
